Municipio;Nomes de medida;Ranking;Valores de medida
BARRA DO CHAPÉU;Total de Doses Aplicadas;447º;7737
BARRA DO CHAPÉU;Qtd-Doses-Distribuidas;447º;8395
RIBEIRÃO PIRES;% em relação as doses enviadas;448º;0,921489283
RIBEIRÃO PIRES;Total de Doses Aplicadas;448º;169994,5
RIBEIRÃO PIRES;Qtd-Doses-Distribuidas;448º;184478
SANTÓPOLIS DO AGUAPEÍ;% em relação as doses enviadas;449º;0,920812482
SANTÓPOLIS DO AGUAPEÍ;Total de Doses Aplicadas;449º;6256
SANTÓPOLIS DO AGUAPEÍ;Qtd-Doses-Distribuidas;449º;6794
CRAVINHOS;% em relação as doses enviadas;450º;0,920542381
CRAVINHOS;Total de Doses Aplicadas;450º;48948
CRAVINHOS;Qtd-Doses-Distribuidas;450º;53173
TAMBAÚ;% em relação as doses enviadas;451º;0,920478140
TAMBAÚ;Total de Doses Aplicadas;451º;31033
TAMBAÚ;Qtd-Doses-Distribuidas;451º;33714
SOCORRO;% em relação as doses enviadas;452º;0,920448422
SOCORRO;Total de Doses Aplicadas;452º;61497
SOCORRO;Qtd-Doses-Distribuidas;452º;66812
CAIABU;% em relação as doses enviadas;453º;0,920086915
CAIABU;Total de Doses Aplicadas;453º;5716,5
CAIABU;Qtd-Doses-Distribuidas;453º;6213
FLÓRIDA PAULISTA;% em relação as doses enviadas;454º;0,919950920
FLÓRIDA PAULISTA;Total de Doses Aplicadas;454º;18744
FLÓRIDA PAULISTA;Qtd-Doses-Distribuidas;454º;20375
GLICÉRIO;% em relação as doses enviadas;455º;0,919832402
GLICÉRIO;Total de Doses Aplicadas;455º;6586
GLICÉRIO;Qtd-Doses-Distribuidas;455º;7160
SERRA AZUL;% em relação as doses enviadas;456º;0,919635100
SERRA AZUL;Total de Doses Aplicadas;456º;20111,5
SERRA AZUL;Qtd-Doses-Distribuidas;456º;21869
IRAPUÃ;% em relação as doses enviadas;457º;0,919547814
IRAPUÃ;Total de Doses Aplicadas;457º;10452,5
IRAPUÃ;Qtd-Doses-Distribuidas;457º;11367
CACONDE;% em relação as doses enviadas;458º;0,918986050
CACONDE;Total de Doses Aplicadas;458º;27009
CACONDE;Qtd-Doses-Distribuidas;458º;29390
COTIA;% em relação as doses enviadas;459º;0,917925032
COTIA;Total de Doses Aplicadas;459º;325034,5
COTIA;Qtd-Doses-Distribuidas;459º;354097
MARIÁPOLIS;% em relação as doses enviadas;460º;0,917708854
MARIÁPOLIS;Total de Doses Aplicadas;460º;5503,5
MARIÁPOLIS;Qtd-Doses-Distribuidas;460º;5997
SALTO GRANDE;% em relação as doses enviadas;461º;0,917225024
SALTO GRANDE;Total de Doses Aplicadas;461º;12183,5
SALTO GRANDE;Qtd-Doses-Distribuidas;461º;13283
CAJURU;% em relação as doses enviadas;462º;0,917193686
CAJURU;Total de Doses Aplicadas;462º;35677
CAJURU;Qtd-Doses-Distribuidas;462º;38898
CABRÁLIA PAULISTA;% em relação as doses enviadas;463º;0,917072124
CABRÁLIA PAULISTA;Total de Doses Aplicadas;463º;6408,5
CABRÁLIA PAULISTA;Qtd-Doses-Distribuidas;463º;6988
ARAMINA;% em relação as doses enviadas;464º;0,916459838
ARAMINA;Total de Doses Aplicadas;464º;8123,5
ARAMINA;Qtd-Doses-Distribuidas;464º;8864
SÃO JOSÉ DA BELA VISTA;% em relação as doses enviadas;465º;0,916325165
SÃO JOSÉ DA BELA VISTA;Total de Doses Aplicadas;465º;10956,5
SÃO JOSÉ DA BELA VISTA;Qtd-Doses-Distribuidas;465º;11957
IBATÉ;% em relação as doses enviadas;466º;0,916204666
IBATÉ;Total de Doses Aplicadas;466º;47595
IBATÉ;Qtd-Doses-Distribuidas;466º;51948
CAIEIRAS;% em relação as doses enviadas;467º;0,915928231
CAIEIRAS;Total de Doses Aplicadas;467º;133339
CAIEIRAS;Qtd-Doses-Distribuidas;467º;145578
RIBEIRA;% em relação as doses enviadas;468º;0,915714286
RIBEIRA;Total de Doses Aplicadas;468º;4807,5
RIBEIRA;Qtd-Doses-Distribuidas;468º;5250
UBARANA;% em relação as doses enviadas;469º;0,915668150
UBARANA;Total de Doses Aplicadas;469º;8024
UBARANA;Qtd-Doses-Distribuidas;469º;8763
GUARUJÁ;% em relação as doses enviadas;470º;0,915578896
GUARUJÁ;Total de Doses Aplicadas;470º;402824,5
GUARUJÁ;Qtd-Doses-Distribuidas;470º;439967
RUBINÉIA;% em relação as doses enviadas;471º;0,915006868
RUBINÉIA;Total de Doses Aplicadas;471º;5329
RUBINÉIA;Qtd-Doses-Distribuidas;471º;5824
CORDEIRÓPOLIS;% em relação as doses enviadas;472º;0,914917481
CORDEIRÓPOLIS;Total de Doses Aplicadas;472º;34260
CORDEIRÓPOLIS;Qtd-Doses-Distribuidas;472º;37446
PIACATU;% em relação as doses enviadas;473º;0,914796521
PIACATU;Total de Doses Aplicadas;473º;8519,5
PIACATU;Qtd-Doses-Distribuidas;473º;9313
BIRIGUI;% em relação as doses enviadas;474º;0,914684194
BIRIGUI;Total de Doses Aplicadas;474º;167829
BIRIGUI;Qtd-Doses-Distribuidas;474º;183483
IBIRAREMA;% em relação as doses enviadas;475º;0,914133529
IBIRAREMA;Total de Doses Aplicadas;475º;9954
IBIRAREMA;Qtd-Doses-Distribuidas;475º;10889
PRATÂNIA;% em relação as doses enviadas;476º;0,913823943
PRATÂNIA;Total de Doses Aplicadas;476º;7152,5
PRATÂNIA;Qtd-Doses-Distribuidas;476º;7827
GUAPIAÇU;% em relação as doses enviadas;477º;0,913744206
GUAPIAÇU;Total de Doses Aplicadas;477º;29963,5
GUAPIAÇU;Qtd-Doses-Distribuidas;477º;32792
ROSEIRA;% em relação as doses enviadas;478º;0,913474735
ROSEIRA;Total de Doses Aplicadas;478º;14643
ROSEIRA;Qtd-Doses-Distribuidas;478º;16030
TAPIRATIBA;% em relação as doses enviadas;479º;0,913381468
TAPIRATIBA;Total de Doses Aplicadas;479º;18975,5
TAPIRATIBA;Qtd-Doses-Distribuidas;479º;20775
BEBEDOURO;% em relação as doses enviadas;480º;0,913227238
BEBEDOURO;Total de Doses Aplicadas;480º;110521,5
BEBEDOURO;Qtd-Doses-Distribuidas;480º;121023
REGISTRO;% em relação as doses enviadas;481º;0,913194793
REGISTRO;Total de Doses Aplicadas;481º;81867
REGISTRO;Qtd-Doses-Distribuidas;481º;89649
UBATUBA;% em relação as doses enviadas;482º;0,912979330
UBATUBA;Total de Doses Aplicadas;482º;129019,5
UBATUBA;Qtd-Doses-Distribuidas;482º;141317
CAÇAPAVA;% em relação as doses enviadas;483º;0,912811426
CAÇAPAVA;Total de Doses Aplicadas;483º;129297
CAÇAPAVA;Qtd-Doses-Distribuidas;483º;141647
HORTOLÂNDIA;% em relação as doses enviadas;484º;0,912801934
HORTOLÂNDIA;Total de Doses Aplicadas;484º;310291,5
HORTOLÂNDIA;Qtd-Doses-Distribuidas;484º;339933
SEVERÍNIA;% em relação as doses enviadas;485º;0,912745830
SEVERÍNIA;Total de Doses Aplicadas;485º;21999
SEVERÍNIA;Qtd-Doses-Distribuidas;485º;24102
GUARULHOS;% em relação as doses enviadas;486º;0,912545156
GUARULHOS;Total de Doses Aplicadas;486º;1802372,5
GUARULHOS;Qtd-Doses-Distribuidas;486º;1975105
ELIAS FAUSTO;% em relação as doses enviadas;487º;0,911950863
ELIAS FAUSTO;Total de Doses Aplicadas;487º;24350
ELIAS FAUSTO;Qtd-Doses-Distribuidas;487º;26701
PEDERNEIRAS;% em relação as doses enviadas;488º;0,911942882
PEDERNEIRAS;Total de Doses Aplicadas;488º;63225
PEDERNEIRAS;Qtd-Doses-Distribuidas;488º;69330
BOITUVA;% em relação as doses enviadas;489º;0,911893155
BOITUVA;Total de Doses Aplicadas;489º;80806,5
BOITUVA;Qtd-Doses-Distribuidas;489º;88614
VINHEDO;% em relação as doses enviadas;490º;0,911848641
VINHEDO;Total de Doses Aplicadas;490º;109596
VINHEDO;Qtd-Doses-Distribuidas;490º;120191
PORANGABA;% em relação as doses enviadas;491º;0,911467388
PORANGABA;Total de Doses Aplicadas;491º;14156
PORANGABA;Qtd-Doses-Distribuidas;491º;15531
PERUÍBE;% em relação as doses enviadas;492º;0,911238614
PERUÍBE;Total de Doses Aplicadas;492º;96640,5
PERUÍBE;Qtd-Doses-Distribuidas;492º;106054
CRISTAIS PAULISTA;% em relação as doses enviadas;493º;0,910752921
CRISTAIS PAULISTA;Total de Doses Aplicadas;493º;12628,5
CRISTAIS PAULISTA;Qtd-Doses-Distribuidas;493º;13866
JABOTICABAL;% em relação as doses enviadas;494º;0,910676071
JABOTICABAL;Total de Doses Aplicadas;494º;109364
JABOTICABAL;Qtd-Doses-Distribuidas;494º;120091
NUPORANGA;% em relação as doses enviadas;495º;0,910663665
NUPORANGA;Total de Doses Aplicadas;495º;10922,5
NUPORANGA;Qtd-Doses-Distribuidas;495º;11994
SÃO SIMÃO;% em relação as doses enviadas;496º;0,910085209
SÃO SIMÃO;Total de Doses Aplicadas;496º;21468
SÃO SIMÃO;Qtd-Doses-Distribuidas;496º;23589
SUZANÁPOLIS;% em relação as doses enviadas;497º;0,908441116
SUZANÁPOLIS;Total de Doses Aplicadas;497º;5338
SUZANÁPOLIS;Qtd-Doses-Distribuidas;497º;5876
NOVA EUROPA;% em relação as doses enviadas;498º;0,907889673
NOVA EUROPA;Total de Doses Aplicadas;498º;14154
NOVA EUROPA;Qtd-Doses-Distribuidas;498º;15590
BORÁ;% em relação as doses enviadas;499º;0,907540395
BORÁ;Total de Doses Aplicadas;499º;1516,5
BORÁ;Qtd-Doses-Distribuidas;499º;1671
ARUJÁ;% em relação as doses enviadas;500º;0,907428559
ARUJÁ;Total de Doses Aplicadas;500º;122349,5
ARUJÁ;Qtd-Doses-Distribuidas;500º;134831
JAMBEIRO;% em relação as doses enviadas;501º;0,906631579
JAMBEIRO;Total de Doses Aplicadas;501º;8613
JAMBEIRO;Qtd-Doses-Distribuidas;501º;9500
MORRO AGUDO;% em relação as doses enviadas;502º;0,906334188
MORRO AGUDO;Total de Doses Aplicadas;502º;41380,5
MORRO AGUDO;Qtd-Doses-Distribuidas;502º;45657
IPIGUÁ;% em relação as doses enviadas;503º;0,906034765
IPIGUÁ;Total de Doses Aplicadas;503º;8287,5
IPIGUÁ;Qtd-Doses-Distribuidas;503º;9147
LUCÉLIA;% em relação as doses enviadas;504º;0,905811475
LUCÉLIA;Total de Doses Aplicadas;504º;30596,5
LUCÉLIA;Qtd-Doses-Distribuidas;504º;33778
ITUVERAVA;% em relação as doses enviadas;505º;0,905723037
ITUVERAVA;Total de Doses Aplicadas;505º;57954,5
ITUVERAVA;Qtd-Doses-Distribuidas;505º;63987
PANORAMA;% em relação as doses enviadas;506º;0,905364797
PANORAMA;Total de Doses Aplicadas;506º;20487,5
PANORAMA;Qtd-Doses-Distribuidas;506º;22629
TREMEMBÉ;% em relação as doses enviadas;507º;0,904758222
TREMEMBÉ;Total de Doses Aplicadas;507º;70202
TREMEMBÉ;Qtd-Doses-Distribuidas;507º;77592
TAUBATÉ;% em relação as doses enviadas;508º;0,903657378
TAUBATÉ;Total de Doses Aplicadas;508º;435796
TAUBATÉ;Qtd-Doses-Distribuidas;508º;482258
NOVA ODESSA;% em relação as doses enviadas;509º;0,902989412
NOVA ODESSA;Total de Doses Aplicadas;509º;79231
NOVA ODESSA;Qtd-Doses-Distribuidas;509º;87743
RIBEIRÃO PRETO;% em relação as doses enviadas;510º;0,902790226
RIBEIRÃO PRETO;Total de Doses Aplicadas;510º;965972
RIBEIRÃO PRETO;Qtd-Doses-Distribuidas;510º;1069985
CARDOSO;% em relação as doses enviadas;511º;0,902688385
CARDOSO;Total de Doses Aplicadas;511º;18232,5
CARDOSO;Qtd-Doses-Distribuidas;511º;20198
LORENA;% em relação as doses enviadas;512º;0,902359561
LORENA;Total de Doses Aplicadas;512º;117711
LORENA;Qtd-Doses-Distribuidas;512º;130448
ESTIVA GERBI;% em relação as doses enviadas;513º;0,902287720
ESTIVA GERBI;Total de Doses Aplicadas;513º;14908,5
ESTIVA GERBI;Qtd-Doses-Distribuidas;513º;16523
TABATINGA;% em relação as doses enviadas;514º;0,901602605
TABATINGA;Total de Doses Aplicadas;514º;21322
TABATINGA;Qtd-Doses-Distribuidas;514º;23649
SANTA ROSA DE VITERBO;% em relação as doses enviadas;515º;0,901310422
SANTA ROSA DE VITERBO;Total de Doses Aplicadas;515º;36453,5
SANTA ROSA DE VITERBO;Qtd-Doses-Distribuidas;515º;40445
POMPÉIA;% em relação as doses enviadas;516º;0,901300808
POMPÉIA;Total de Doses Aplicadas;516º;28893
POMPÉIA;Qtd-Doses-Distribuidas;516º;32057
MOTUCA;% em relação as doses enviadas;517º;0,901005523
MOTUCA;Total de Doses Aplicadas;517º;6362
MOTUCA;Qtd-Doses-Distribuidas;517º;7061
MIRANTE DO PARANAPANEMA;% em relação as doses enviadas;518º;0,900670736
MIRANTE DO PARANAPANEMA;Total de Doses Aplicadas;518º;23902
MIRANTE DO PARANAPANEMA;Qtd-Doses-Distribuidas;518º;26538
SANTA CRUZ DAS PALMEIRAS;% em relação as doses enviadas;519º;0,899898768
SANTA CRUZ DAS PALMEIRAS;Total de Doses Aplicadas;519º;41780,5
SANTA CRUZ DAS PALMEIRAS;Qtd-Doses-Distribuidas;519º;46428
NOVA GRANADA;% em relação as doses enviadas;520º;0,899327945
NOVA GRANADA;Total de Doses Aplicadas;520º;29707,5
NOVA GRANADA;Qtd-Doses-Distribuidas;520º;33033
ITATINGA;% em relação as doses enviadas;521º;0,899097431
ITATINGA;Total de Doses Aplicadas;521º;27195
ITATINGA;Qtd-Doses-Distribuidas;521º;30247
SANTO ANDRÉ;% em relação as doses enviadas;522º;0,898749261
SANTO ANDRÉ;Total de Doses Aplicadas;522º;1007297,5
SANTO ANDRÉ;Qtd-Doses-Distribuidas;522º;1120777
PIEDADE;% em relação as doses enviadas;523º;0,898081736
PIEDADE;Total de Doses Aplicadas;523º;75001,5
PIEDADE;Qtd-Doses-Distribuidas;523º;83513
JUQUIÁ;% em relação as doses enviadas;524º;0,897590361
JUQUIÁ;Total de Doses Aplicadas;524º;24361,5
JUQUIÁ;Qtd-Doses-Distribuidas;524º;27141
BOM JESUS DOS PERDÕES;% em relação as doses enviadas;525º;0,897517730
BOM JESUS DOS PERDÕES;Total de Doses Aplicadas;525º;34168,5
BOM JESUS DOS PERDÕES;Qtd-Doses-Distribuidas;525º;38070
BARRINHA;% em relação as doses enviadas;526º;0,896833326
BARRINHA;Total de Doses Aplicadas;526º;41292
BARRINHA;Qtd-Doses-Distribuidas;526º;46042
CAMPOS DO JORDÃO;% em relação as doses enviadas;527º;0,896427090
CAMPOS DO JORDÃO;Total de Doses Aplicadas;527º;71304,5
CAMPOS DO JORDÃO;Qtd-Doses-Distribuidas;527º;79543
PRADÓPOLIS;% em relação as doses enviadas;528º;0,895493276
PRADÓPOLIS;Total de Doses Aplicadas;528º;26169
PRADÓPOLIS;Qtd-Doses-Distribuidas;528º;29223
BOREBI;% em relação as doses enviadas;529º;0,895060211
BOREBI;Total de Doses Aplicadas;529º;3642
BOREBI;Qtd-Doses-Distribuidas;529º;4069
IBIRÁ;% em relação as doses enviadas;530º;0,894632655
IBIRÁ;Total de Doses Aplicadas;530º;17851,5
IBIRÁ;Qtd-Doses-Distribuidas;530º;19954
PIRAPORA DO BOM JESUS;% em relação as doses enviadas;531º;0,894427498
PIRAPORA DO BOM JESUS;Total de Doses Aplicadas;531º;24044
PIRAPORA DO BOM JESUS;Qtd-Doses-Distribuidas;531º;26882
BOFETE;% em relação as doses enviadas;532º;0,894138259
BOFETE;Total de Doses Aplicadas;532º;15055,5
BOFETE;Qtd-Doses-Distribuidas;532º;16838
BANANAL;% em relação as doses enviadas;533º;0,893904508
BANANAL;Total de Doses Aplicadas;533º;14753
BANANAL;Qtd-Doses-Distribuidas;533º;16504
SANTA ISABEL;% em relação as doses enviadas;534º;0,893826752
SANTA ISABEL;Total de Doses Aplicadas;534º;75624
SANTA ISABEL;Qtd-Doses-Distribuidas;534º;84607
HERCULÂNDIA;% em relação as doses enviadas;535º;0,893359258
HERCULÂNDIA;Total de Doses Aplicadas;535º;11946
HERCULÂNDIA;Qtd-Doses-Distribuidas;535º;13372
BRAÚNA;% em relação as doses enviadas;536º;0,892537808
BRAÚNA;Total de Doses Aplicadas;536º;8085,5
BRAÚNA;Qtd-Doses-Distribuidas;536º;9059
ARIRANHA;% em relação as doses enviadas;537º;0,891894813
ARIRANHA;Total de Doses Aplicadas;537º;12379,5
ARIRANHA;Qtd-Doses-Distribuidas;537º;13880
TACIBA;% em relação as doses enviadas;538º;0,891826393
TACIBA;Total de Doses Aplicadas;538º;8096
TACIBA;Qtd-Doses-Distribuidas;538º;9078
ITAPURA;% em relação as doses enviadas;539º;0,891377054
ITAPURA;Total de Doses Aplicadas;539º;6130
ITAPURA;Qtd-Doses-Distribuidas;539º;6877
CAJATI;% em relação as doses enviadas;540º;0,890495961
CAJATI;Total de Doses Aplicadas;540º;39680,5
CAJATI;Qtd-Doses-Distribuidas;540º;44560
NAZARÉ PAULISTA;% em relação as doses enviadas;541º;0,890291714
NAZARÉ PAULISTA;Total de Doses Aplicadas;541º;26796
NAZARÉ PAULISTA;Qtd-Doses-Distribuidas;541º;30098
SANTA LÚCIA;% em relação as doses enviadas;542º;0,889669684
SANTA LÚCIA;Total de Doses Aplicadas;542º;11204,5
SANTA LÚCIA;Qtd-Doses-Distribuidas;542º;12594
CASA BRANCA;% em relação as doses enviadas;543º;0,888846746
CASA BRANCA;Total de Doses Aplicadas;543º;41010,5
CASA BRANCA;Qtd-Doses-Distribuidas;543º;46139
MIRACATU;% em relação as doses enviadas;544º;0,888035674
MIRACATU;Total de Doses Aplicadas;544º;27581,5
MIRACATU;Qtd-Doses-Distribuidas;544º;31059
LUPÉRCIO;% em relação as doses enviadas;545º;0,887644672
LUPÉRCIO;Total de Doses Aplicadas;545º;5905,5
LUPÉRCIO;Qtd-Doses-Distribuidas;545º;6653
AURIFLAMA;% em relação as doses enviadas;546º;0,887002781
AURIFLAMA;Total de Doses Aplicadas;546º;20091,5
AURIFLAMA;Qtd-Doses-Distribuidas;546º;22651
JAÚ;% em relação as doses enviadas;547º;0,886917776
JAÚ;Total de Doses Aplicadas;547º;191882
JAÚ;Qtd-Doses-Distribuidas;547º;216347
MOMBUCA;% em relação as doses enviadas;548º;0,885868603
MOMBUCA;Total de Doses Aplicadas;548º;5002,5
MOMBUCA;Qtd-Doses-Distribuidas;548º;5647
PITANGUEIRAS;% em relação as doses enviadas;549º;0,884763431
PITANGUEIRAS;Total de Doses Aplicadas;549º;48040
PITANGUEIRAS;Qtd-Doses-Distribuidas;549º;54297
PALESTINA;% em relação as doses enviadas;550º;0,884258037
PALESTINA;Total de Doses Aplicadas;550º;16750,5
PALESTINA;Qtd-Doses-Distribuidas;550º;18943
ITIRAPUÃ;% em relação as doses enviadas;551º;0,884022177
ITIRAPUÃ;Total de Doses Aplicadas;551º;8769,5
ITIRAPUÃ;Qtd-Doses-Distribuidas;551º;9920
CUBATÃO;% em relação as doses enviadas;552º;0,883591794
CUBATÃO;Total de Doses Aplicadas;552º;157373
CUBATÃO;Qtd-Doses-Distribuidas;552º;178106
ICÉM;% em relação as doses enviadas;553º;0,882599664
ICÉM;Total de Doses Aplicadas;553º;11047,5
ICÉM;Qtd-Doses-Distribuidas;553º;12517
RINCÃO;% em relação as doses enviadas;554º;0,882547228
RINCÃO;Total de Doses Aplicadas;554º;14295,5
RINCÃO;Qtd-Doses-Distribuidas;554º;16198
PEDREIRA;% em relação as doses enviadas;555º;0,882379894
PEDREIRA;Total de Doses Aplicadas;555º;65477
PEDREIRA;Qtd-Doses-Distribuidas;555º;74205
SANTO ANTÔNIO DO PINHAL;% em relação as doses enviadas;556º;0,882259815
SANTO ANTÔNIO DO PINHAL;Total de Doses Aplicadas;556º;9752,5
SANTO ANTÔNIO DO PINHAL;Qtd-Doses-Distribuidas;556º;11054
GARÇA;% em relação as doses enviadas;557º;0,882139322
GARÇA;Total de Doses Aplicadas;557º;60606,5
GARÇA;Qtd-Doses-Distribuidas;557º;68704
AREIÓPOLIS;% em relação as doses enviadas;558º;0,881892744
AREIÓPOLIS;Total de Doses Aplicadas;558º;13978
AREIÓPOLIS;Qtd-Doses-Distribuidas;558º;15850
BIRITIBA MIRIM;% em relação as doses enviadas;559º;0,881280715
BIRITIBA MIRIM;Total de Doses Aplicadas;559º;41603,5
BIRITIBA MIRIM;Qtd-Doses-Distribuidas;559º;47208
MONGAGUÁ;% em relação as doses enviadas;560º;0,881153456
MONGAGUÁ;Total de Doses Aplicadas;560º;78149,5
MONGAGUÁ;Qtd-Doses-Distribuidas;560º;88690
TAQUARIVAÍ;% em relação as doses enviadas;561º;0,880554283
TAQUARIVAÍ;Total de Doses Aplicadas;561º;7689
TAQUARIVAÍ;Qtd-Doses-Distribuidas;561º;8732
POTIM;% em relação as doses enviadas;562º;0,879861760
POTIM;Total de Doses Aplicadas;562º;31060
POTIM;Qtd-Doses-Distribuidas;562º;35301
OURO VERDE;% em relação as doses enviadas;563º;0,879780539
OURO VERDE;Total de Doses Aplicadas;563º;10904
OURO VERDE;Qtd-Doses-Distribuidas;563º;12394
NOVAIS;% em relação as doses enviadas;564º;0,879644809
NOVAIS;Total de Doses Aplicadas;564º;6439
NOVAIS;Qtd-Doses-Distribuidas;564º;7320
ITAPEVI;% em relação as doses enviadas;565º;0,879587088
ITAPEVI;Total de Doses Aplicadas;565º;296354
ITAPEVI;Qtd-Doses-Distribuidas;565º;336924
SUZANO;% em relação as doses enviadas;566º;0,879554844
SUZANO;Total de Doses Aplicadas;566º;378096
SUZANO;Qtd-Doses-Distribuidas;566º;429872
BURITIZAL;% em relação as doses enviadas;567º;0,878396048
BURITIZAL;Total de Doses Aplicadas;567º;6046
BURITIZAL;Qtd-Doses-Distribuidas;567º;6883
CAJOBI;% em relação as doses enviadas;568º;0,877684636
CAJOBI;Total de Doses Aplicadas;568º;14344
CAJOBI;Qtd-Doses-Distribuidas;568º;16343
SANTA BRANCA;% em relação as doses enviadas;569º;0,875651869
SANTA BRANCA;Total de Doses Aplicadas;569º;19981,5
SANTA BRANCA;Qtd-Doses-Distribuidas;569º;22819
MARABÁ PAULISTA;% em relação as doses enviadas;570º;0,875545337
MARABÁ PAULISTA;Total de Doses Aplicadas;570º;7425,5
MARABÁ PAULISTA;Qtd-Doses-Distribuidas;570º;8481
GUARACI;% em relação as doses enviadas;571º;0,875332584
GUARACI;Total de Doses Aplicadas;571º;14804,5
GUARACI;Qtd-Doses-Distribuidas;571º;16913
SABINO;% em relação as doses enviadas;572º;0,875042657
SABINO;Total de Doses Aplicadas;572º;7692,5
SABINO;Qtd-Doses-Distribuidas;572º;8791
CANAS;% em relação as doses enviadas;573º;0,874602122
CANAS;Total de Doses Aplicadas;573º;6594,5
CANAS;Qtd-Doses-Distribuidas;573º;7540
FARTURA;% em relação as doses enviadas;574º;0,874466993
FARTURA;Total de Doses Aplicadas;574º;22148,5
FARTURA;Qtd-Doses-Distribuidas;574º;25328
MOGI GUAÇU;% em relação as doses enviadas;575º;0,873757633
MOGI GUAÇU;Total de Doses Aplicadas;575º;204748,5
MOGI GUAÇU;Qtd-Doses-Distribuidas;575º;234331
JACUPIRANGA;% em relação as doses enviadas;576º;0,873148870
JACUPIRANGA;Total de Doses Aplicadas;576º;22405
JACUPIRANGA;Qtd-Doses-Distribuidas;576º;25660
NHANDEARA;% em relação as doses enviadas;577º;0,871098044
NHANDEARA;Total de Doses Aplicadas;577º;15850,5
NHANDEARA;Qtd-Doses-Distribuidas;577º;18196
JANDIRA;% em relação as doses enviadas;578º;0,870945148
JANDIRA;Total de Doses Aplicadas;578º;150461
JANDIRA;Qtd-Doses-Distribuidas;578º;172756
JACAREÍ;% em relação as doses enviadas;579º;0,870892019
JACAREÍ;Total de Doses Aplicadas;579º;300139
JACAREÍ;Qtd-Doses-Distribuidas;579º;344634
GUARANTÃ;% em relação as doses enviadas;580º;0,870337123
GUARANTÃ;Total de Doses Aplicadas;580º;8726
GUARANTÃ;Qtd-Doses-Distribuidas;580º;10026
ELISIÁRIO;% em relação as doses enviadas;581º;0,869240239
ELISIÁRIO;Total de Doses Aplicadas;581º;4942,5
ELISIÁRIO;Qtd-Doses-Distribuidas;581º;5686
TABOÃO DA SERRA;% em relação as doses enviadas;582º;0,868188652
TABOÃO DA SERRA;Total de Doses Aplicadas;582º;363251
TABOÃO DA SERRA;Qtd-Doses-Distribuidas;582º;418401
IRACEMÁPOLIS;% em relação as doses enviadas;583º;0,866841679
IRACEMÁPOLIS;Total de Doses Aplicadas;583º;31039
IRACEMÁPOLIS;Qtd-Doses-Distribuidas;583º;35807
MONTEIRO LOBATO;% em relação as doses enviadas;584º;0,866251326
MONTEIRO LOBATO;Total de Doses Aplicadas;584º;6535
MONTEIRO LOBATO;Qtd-Doses-Distribuidas;584º;7544
SANTA MARIA DA SERRA;% em relação as doses enviadas;585º;0,866030831
SANTA MARIA DA SERRA;Total de Doses Aplicadas;585º;7809
SANTA MARIA DA SERRA;Qtd-Doses-Distribuidas;585º;9017
VISTA ALEGRE DO ALTO;% em relação as doses enviadas;586º;0,865847201
VISTA ALEGRE DO ALTO;Total de Doses Aplicadas;586º;11446,5
VISTA ALEGRE DO ALTO;Qtd-Doses-Distribuidas;586º;13220
SÃO SEBASTIÃO DA GRAMA;% em relação as doses enviadas;587º;0,865815827
SÃO SEBASTIÃO DA GRAMA;Total de Doses Aplicadas;587º;15908,5
SÃO SEBASTIÃO DA GRAMA;Qtd-Doses-Distribuidas;587º;18374
SETE BARRAS;% em relação as doses enviadas;588º;0,865689361
SETE BARRAS;Total de Doses Aplicadas;588º;16771
SETE BARRAS;Qtd-Doses-Distribuidas;588º;19373
ÁGUAS DE SÃO PEDRO;% em relação as doses enviadas;589º;0,864805692
ÁGUAS DE SÃO PEDRO;Total de Doses Aplicadas;589º;6320
ÁGUAS DE SÃO PEDRO;Qtd-Doses-Distribuidas;589º;7308
GUAIMBÊ;% em relação as doses enviadas;590º;0,862891620
GUAIMBÊ;Total de Doses Aplicadas;590º;7794,5
GUAIMBÊ;Qtd-Doses-Distribuidas;590º;9033
RINÓPOLIS;% em relação as doses enviadas;591º;0,861282970
RINÓPOLIS;Total de Doses Aplicadas;591º;13225
RINÓPOLIS;Qtd-Doses-Distribuidas;591º;15355
PAULO DE FARIA;% em relação as doses enviadas;592º;0,861137635
PAULO DE FARIA;Total de Doses Aplicadas;592º;12626
PAULO DE FARIA;Qtd-Doses-Distribuidas;592º;14662
PONTAL;% em relação as doses enviadas;593º;0,860380662
PONTAL;Total de Doses Aplicadas;593º;56505,5
PONTAL;Qtd-Doses-Distribuidas;593º;65675
IPEÚNA;% em relação as doses enviadas;594º;0,860333893
IPEÚNA;Total de Doses Aplicadas;594º;9224,5
IPEÚNA;Qtd-Doses-Distribuidas;594º;10722
MAUÁ;% em relação as doses enviadas;595º;0,858315396
MAUÁ;Total de Doses Aplicadas;595º;569821
MAUÁ;Qtd-Doses-Distribuidas;595º;663883
ITOBI;% em relação as doses enviadas;596º;0,857824505
ITOBI;Total de Doses Aplicadas;596º;10607
ITOBI;Qtd-Doses-Distribuidas;596º;12365
CAMPO LIMPO PAULISTA;% em relação as doses enviadas;597º;0,857071611
CAMPO LIMPO PAULISTA;Total de Doses Aplicadas;597º;104831
CAMPO LIMPO PAULISTA;Qtd-Doses-Distribuidas;597º;122313
LUIZIÂNIA;% em relação as doses enviadas;598º;0,856373840
LUIZIÂNIA;Total de Doses Aplicadas;598º;7477
LUIZIÂNIA;Qtd-Doses-Distribuidas;598º;8731
